ANNEE,C_REGION,L_REGION,C_DEPT,N_DEPT,C_TYP_REG_DECHET,L_TYP_REG_DECHET,TONNAGE_T
2015,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,02A,Déchets dangereux,"486,29"
2015,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,02B,Matériaux recyclables,"13522,33"
2015,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,02C,Déchets verts,"24938,96"
2015,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,02D,Encombrants,"17178,35"
2015,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,02G,Mobilier,"558,50"
2015,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,02F,DEEE,"2657,45"
2015,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,02E,Déblais et gravats,"18495,73"
2015,75,Nouvelle-Aquitaine,47,Lot-et-Garonne,02Z,Autres déchets,"18,09"
2015,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,02A,Déchets dangereux,"1337,37"
2015,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,02B,Matériaux recyclables,"27553,11"
2015,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,02C,Déchets verts,"57271,75"
2015,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,02D,Encombrants,"30925,70"
2015,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,02G,Mobilier,"1604,00"
2015,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,02F,DEEE,"3757,03"
2015,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,02E,Déblais et gravats,"34530,21"
2015,75,Nouvelle-Aquitaine,64,Pyrénées-Atlantiques,02Z,Autres déchets,"42,93"
2015,75,Nouvelle-Aquitaine,79,Deux-Sèvres,02A,Déchets dangereux,"805,56"
2015,75,Nouvelle-Aquitaine,79,Deux-Sèvres,02B,Matériaux recyclables,"18158,88"
2015,75,Nouvelle-Aquitaine,79,Deux-Sèvres,02C,Déchets verts,"41752,29"
2015,75,Nouvelle-Aquitaine,79,Deux-Sèvres,02D,Encombrants,"15439,02"
2015,75,Nouvelle-Aquitaine,79,Deux-Sèvres,02G,Mobilier,"942,86"
2015,75,Nouvelle-Aquitaine,79,Deux-Sèvres,02F,DEEE,"2769,94"
2015,75,Nouvelle-Aquitaine,79,Deux-Sèvres,02E,Déblais et gravats,"27410,20"
2015,75,Nouvelle-Aquitaine,79,Deux-Sèvres,02Z,Autres déchets,"14,89"
2015,75,Nouvelle-Aquitaine,86,Vienne,02A,Déchets dangereux,"924,25"
2015,75,Nouvelle-Aquitaine,86,Vienne,02B,Matériaux recyclables,"14458,67"
2015,75,Nouvelle-Aquitaine,86,Vienne,02C,Déchets verts,"42684,28"
2015,75,Nouvelle-Aquitaine,86,Vienne,02D,Encombrants,"25901,12"
2015,75,Nouvelle-Aquitaine,86,Vienne,02G,Mobilier,"794,53"
2015,75,Nouvelle-Aquitaine,86,Vienne,02F,DEEE,"2803,68"
2015,75,Nouvelle-Aquitaine,86,Vienne,02E,Déblais et gravats,"24236,85"
2015,75,Nouvelle-Aquitaine,86,Vienne,02Z,Autres déchets,"15,07"
2015,75,Nouvelle-Aquitaine,87,Haute-Vienne,02A,Déchets dangereux,"725,37"
2015,75,Nouvelle-Aquitaine,87,Haute-Vienne,02B,Matériaux recyclables,"10114,58"
2015,75,Nouvelle-Aquitaine,87,Haute-Vienne,02C,Déchets verts,"26806,39"
2015,75,Nouvelle-Aquitaine,87,Haute-Vienne,02D,Encombrants,"16953,21"
2015,75,Nouvelle-Aquitaine,87,Haute-Vienne,02G,Mobilier,"1490,68"
2015,75,Nouvelle-Aquitaine,87,Haute-Vienne,02F,DEEE,"2530,22"
2015,75,Nouvelle-Aquitaine,87,Haute-Vienne,02E,Déblais et gravats,"12136,61"
2015,75,Nouvelle-Aquitaine,87,Haute-Vienne,02Z,Autres déchets,"53,28"
2015,76,Occitanie,09,Ariège,02A,Déchets dangereux,"261,83"
2015,76,Occitanie,09,Ariège,02B,Matériaux recyclables,"6579,17"
2015,76,Occitanie,09,Ariège,02C,Déchets verts,"14061,74"
2015,76,Occitanie,09,Ariège,02D,Encombrants,"9457,48"
2015,76,Occitanie,09,Ariège,02G,Mobilier,"789,96"
2015,76,Occitanie,09,Ariège,02F,DEEE,"1394,03"
2015,76,Occitanie,09,Ariège,02E,Déblais et gravats,"9685,70"
2015,76,Occitanie,09,Ariège,02Z,Autres déchets,"6,90"
2015,76,Occitanie,11,Aude,02A,Déchets dangereux,"88,21"
2015,76,Occitanie,11,Aude,02B,Matériaux recyclables,"15221,87"
2015,76,Occitanie,11,Aude,02C,Déchets verts,"20822,89"
2015,76,Occitanie,11,Aude,02D,Encombrants,"26268,94"
2015,76,Occitanie,11,Aude,02G,Mobilier,"600,05"
2015,76,Occitanie,11,Aude,02F,DEEE,"2147,54"
2015,76,Occitanie,11,Aude,02E,Déblais et gravats,"25523,65"
2015,76,Occitanie,11,Aude,02Z,Autres déchets,"0,60"
2015,76,Occitanie,12,Aveyron,02A,Déchets dangereux,"408,62"
2015,76,Occitanie,12,Aveyron,02B,Matériaux recyclables,"12275,86"
2015,76,Occitanie,12,Aveyron,02C,Déchets verts,"13605,24"
2015,76,Occitanie,12,Aveyron,02D,Encombrants,"14822,30"
2015,76,Occitanie,12,Aveyron,02G,Mobilier,"57,00"
2015,76,Occitanie,12,Aveyron,02F,DEEE,"1751,83"
2015,76,Occitanie,12,Aveyron,02E,Déblais et gravats,"12636,87"
2015,76,Occitanie,12,Aveyron,02Z,Autres déchets,"25,98"
2015,76,Occitanie,30,Gard,02A,Déchets dangereux,"663,78"
2015,76,Occitanie,30,Gard,02B,Matériaux recyclables,"37979,71"
2015,76,Occitanie,30,Gard,02C,Déchets verts,"69993,30"
2015,76,Occitanie,30,Gard,02D,Encombrants,"42032,52"
2015,76,Occitanie,30,Gard,02G,Mobilier,"1173,40"
2015,76,Occitanie,30,Gard,02F,DEEE,"3843,77"
2015,76,Occitanie,30,Gard,02E,Déblais et gravats,"86317,60"
2015,76,Occitanie,30,Gard,02Z,Autres déchets,"13,26"
2015,76,Occitanie,31,Haute-Garonne,02A,Déchets dangereux,"1222,68"
2015,76,Occitanie,31,Haute-Garonne,02B,Matériaux recyclables,"29962,67"
2015,76,Occitanie,31,Haute-Garonne,02C,Déchets verts,"64198,98"
2015,76,Occitanie,31,Haute-Garonne,02D,Encombrants,"44791,24"
2015,76,Occitanie,31,Haute-Garonne,02G,Mobilier,"389,45"
2015,76,Occitanie,31,Haute-Garonne,02F,DEEE,"4612,82"
2015,76,Occitanie,31,Haute-Garonne,02E,Déblais et gravats,"51582,86"
2015,76,Occitanie,31,Haute-Garonne,02Z,Autres déchets,"11,37"
2015,76,Occitanie,32,Gers,02A,Déchets dangereux,"328,47"
2015,76,Occitanie,32,Gers,02B,Matériaux recyclables,"7139,62"
2015,76,Occitanie,32,Gers,02C,Déchets verts,"11403,56"
2015,76,Occitanie,32,Gers,02D,Encombrants,"9481,45"
2015,76,Occitanie,32,Gers,02G,Mobilier,"614,09"
2015,76,Occitanie,32,Gers,02F,DEEE,"1736,84"
2015,76,Occitanie,32,Gers,02E,Déblais et gravats,"11491,10"
2015,76,Occitanie,32,Gers,02Z,Autres déchets,"15,34"
2015,76,Occitanie,34,Hérault,02A,Déchets dangereux,"748,47"
2015,76,Occitanie,34,Hérault,02B,Matériaux recyclables,"52552,33"
2015,76,Occitanie,34,Hérault,02C,Déchets verts,"83636,57"
2015,76,Occitanie,34,Hérault,02D,Encombrants,"79187,48"
2015,76,Occitanie,34,Hérault,02G,Mobilier,"1499,52"
2015,76,Occitanie,34,Hérault,02F,DEEE,"4210,50"
2015,76,Occitanie,34,Hérault,02E,Déblais et gravats,"98859,55"
2015,76,Occitanie,34,Hérault,02Z,Autres déchets,"22,17"
2015,76,Occitanie,46,Lot,02A,Déchets dangereux,"364,23"
2015,76,Occitanie,46,Lot,02B,Matériaux recyclables,"6943,99"
2015,76,Occitanie,46,Lot,02C,Déchets verts,"13050,52"
2015,76,Occitanie,46,Lot,02D,Encombrants,"11951,42"
2015,76,Occitanie,46,Lot,02F,DEEE,"1892,85"
2015,76,Occitanie,46,Lot,02E,Déblais et gravats,"13542,72"
2015,76,Occitanie,46,Lot,02Z,Autres déchets,"20,36"
2015,76,Occitanie,48,Lozère,02A,Déchets dangereux,"180,94"
2015,76,Occitanie,48,Lozère,02B,Matériaux recyclables,"4485,61"
2015,76,Occitanie,48,Lozère,02C,Déchets verts,"2214,63"
2015,76,Occitanie,48,Lozère,02D,Encombrants,"4376,74"
2015,76,Occitanie,48,Lozère,02G,Mobilier,"402,40"
2015,76,Occitanie,48,Lozère,02F,DEEE,"697,50"
2015,76,Occitanie,48,Lozère,02E,Déblais et gravats,"559,00"
2015,76,Occitanie,48,Lozère,02Z,Autres déchets,"6,56"
2015,76,Occitanie,65,Hautes-Pyrénées,02A,Déchets dangereux,"420,88"
2015,76,Occitanie,65,Hautes-Pyrénées,02B,Matériaux recyclables,"8490,66"
2015,76,Occitanie,65,Hautes-Pyrénées,02C,Déchets verts,"21609,15"
2015,76,Occitanie,65,Hautes-Pyrénées,02D,Encombrants,"13823,24"
2015,76,Occitanie,65,Hautes-Pyrénées,02G,Mobilier,"115,91"
2015,76,Occitanie,65,Hautes-Pyrénées,02F,DEEE,"1114,25"
2015,76,Occitanie,65,Hautes-Pyrénées,02E,Déblais et gravats,"13851,80"
2015,76,Occitanie,65,Hautes-Pyrénées,02Z,Autres déchets,"18,85"
2015,76,Occitanie,66,Pyrénées-Orientales,02A,Déchets dangereux,"294,93"
2015,76,Occitanie,66,Pyrénées-Orientales,02B,Matériaux recyclables,"17451,46"
2015,76,Occitanie,66,Pyrénées-Orientales,02C,Déchets verts,"36702,73"
2015,76,Occitanie,66,Pyrénées-Orientales,02D,Encombrants,"36584,26"
2015,76,Occitanie,66,Pyrénées-Orientales,02G,Mobilier,"175,33"
2015,76,Occitanie,66,Pyrénées-Orientales,02F,DEEE,"1589,55"
2015,76,Occitanie,66,Pyrénées-Orientales,02E,Déblais et gravats,"30474,13"
2015,76,Occitanie,66,Pyrénées-Orientales,02Z,Autres déchets,"12,17"
2015,76,Occitanie,81,Tarn,02A,Déchets dangereux,"673,42"
2015,76,Occitanie,81,Tarn,02B,Matériaux recyclables,"16174,89"
2015,76,Occitanie,81,Tarn,02C,Déchets verts,"24821,67"
2015,76,Occitanie,81,Tarn,02D,Encombrants,"18017,84"
2015,76,Occitanie,81,Tarn,02G,Mobilier,"1069,75"
2015,76,Occitanie,81,Tarn,02F,DEEE,"3602,91"
2015,76,Occitanie,81,Tarn,02E,Déblais et gravats,"24555,94"
2015,76,Occitanie,81,Tarn,02Z,Autres déchets,"19,56"
2015,76,Occitanie,82,Tarn-et-Garonne,02A,Déchets dangereux,"589,01"
2015,76,Occitanie,82,Tarn-et-Garonne,02B,Matériaux recyclables,"5123,38"
2015,76,Occitanie,82,Tarn-et-Garonne,02C,Déchets verts,"17650,58"
2015,76,Occitanie,82,Tarn-et-Garonne,02D,Encombrants,"16623,82"
2015,76,Occitanie,82,Tarn-et-Garonne,02G,Mobilier,"495,97"
2015,76,Occitanie,82,Tarn-et-Garonne,02F,DEEE,"2075,82"
2015,76,Occitanie,82,Tarn-et-Garonne,02E,Déblais et gravats,"20570,26"
2015,76,Occitanie,82,Tarn-et-Garonne,02Z,Autres déchets,"11,11"
2015,52,Pays de la Loire,44,Loire-Atlantique,02A,Déchets dangereux,"2550,84"
2015,52,Pays de la Loire,44,Loire-Atlantique,02B,Matériaux recyclables,"52459,04"
2015,52,Pays de la Loire,44,Loire-Atlantique,02C,Déchets verts,"141875,94"
2015,52,Pays de la Loire,44,Loire-Atlantique,02D,Encombrants,"75017,91"
2015,52,Pays de la Loire,44,Loire-Atlantique,02G,Mobilier,"2660,40"
2015,52,Pays de la Loire,44,Loire-Atlantique,02F,DEEE,"6617,85"
2015,52,Pays de la Loire,44,Loire-Atlantique,02E,Déblais et gravats,"109182,38"
2015,52,Pays de la Loire,44,Loire-Atlantique,02Z,Autres déchets,"32,82"
2015,52,Pays de la Loire,49,Maine-et-Loire,02A,Déchets dangereux,"1726,28"
2015,52,Pays de la Loire,49,Maine-et-Loire,02B,Matériaux recyclables,"24080,90"
2015,52,Pays de la Loire,49,Maine-et-Loire,02C,Déchets verts,"76103,21"
2015,52,Pays de la Loire,49,Maine-et-Loire,02D,Encombrants,"36877,13"
2015,52,Pays de la Loire,49,Maine-et-Loire,02G,Mobilier,"7649,12"
2015,52,Pays de la Loire,49,Maine-et-Loire,02F,DEEE,"5773,70"
2015,52,Pays de la Loire,49,Maine-et-Loire,02E,Déblais et gravats,"63434,09"
2015,52,Pays de la Loire,49,Maine-et-Loire,02Z,Autres déchets,"24,71"
2015,52,Pays de la Loire,53,Mayenne,02A,Déchets dangereux,"592,05"
2015,52,Pays de la Loire,53,Mayenne,02B,Matériaux recyclables,"9986,89"
2015,52,Pays de la Loire,53,Mayenne,02C,Déchets verts,"34607,57"
2015,52,Pays de la Loire,53,Mayenne,02D,Encombrants,"17279,29"
2015,52,Pays de la Loire,53,Mayenne,02G,Mobilier,"1253,06"
2015,52,Pays de la Loire,53,Mayenne,02F,DEEE,"1958,35"
2015,52,Pays de la Loire,53,Mayenne,02E,Déblais et gravats,"24465,22"
2015,52,Pays de la Loire,53,Mayenne,02Z,Autres déchets,"10,50"
2015,52,Pays de la Loire,72,Sarthe,02A,Déchets dangereux,"1017,32"
2015,52,Pays de la Loire,72,Sarthe,02B,Matériaux recyclables,"17635,46"
2015,52,Pays de la Loire,72,Sarthe,02C,Déchets verts,"40796,08"
2015,52,Pays de la Loire,72,Sarthe,02D,Encombrants,"27434,46"
2015,52,Pays de la Loire,72,Sarthe,02G,Mobilier,"459,92"
2015,52,Pays de la Loire,72,Sarthe,02F,DEEE,"2722,95"
2015,52,Pays de la Loire,72,Sarthe,02E,Déblais et gravats,"25477,08"
2015,52,Pays de la Loire,72,Sarthe,02Z,Autres déchets,"1093,42"
2015,52,Pays de la Loire,85,Vendée,02A,Déchets dangereux,"1295,78"
2015,52,Pays de la Loire,85,Vendée,02B,Matériaux recyclables,"38002,03"
2015,52,Pays de la Loire,85,Vendée,02C,Déchets verts,"92598,06"
2015,52,Pays de la Loire,85,Vendée,02D,Encombrants,"34404,93"
2015,52,Pays de la Loire,85,Vendée,02G,Mobilier,"6176,96"
2015,52,Pays de la Loire,85,Vendée,02F,DEEE,"5238,17"
2015,52,Pays de la Loire,85,Vendée,02E,Déblais et gravats,"68908,39"
2015,52,Pays de la Loire,85,Vendée,02Z,Autres déchets,"784,71"
2015,93,Provence-Alpes-Côte d'Azur,04,Alpes-de-Haute-Provence,02A,Déchets dangereux,"352,67"
2015,93,Provence-Alpes-Côte d'Azur,04,Alpes-de-Haute-Provence,02B,Matériaux recyclables,"8515,34"
2015,93,Provence-Alpes-Côte d'Azur,04,Alpes-de-Haute-Provence,02C,Déchets verts,"13077,14"
2015,93,Provence-Alpes-Côte d'Azur,04,Alpes-de-Haute-Provence,02D,Encombrants,"10246,29"
2015,93,Provence-Alpes-Côte d'Azur,04,Alpes-de-Haute-Provence,02G,Mobilier,"24,07"
2015,93,Provence-Alpes-Côte d'Azur,04,Alpes-de-Haute-Provence,02F,DEEE,"1293,71"
2015,93,Provence-Alpes-Côte d'Azur,04,Alpes-de-Haute-Provence,02E,Déblais et gravats,"26053,82"
2015,93,Provence-Alpes-Côte d'Azur,05,Hautes-Alpes,02A,Déchets dangereux,"324,02"
2015,93,Provence-Alpes-Côte d'Azur,05,Hautes-Alpes,02B,Matériaux recyclables,"10349,50"
2015,93,Provence-Alpes-Côte d'Azur,05,Hautes-Alpes,02C,Déchets verts,"8538,95"
2015,93,Provence-Alpes-Côte d'Azur,05,Hautes-Alpes,02D,Encombrants,"9740,83"
2015,93,Provence-Alpes-Côte d'Azur,05,Hautes-Alpes,02F,DEEE,"1492,63"
2015,93,Provence-Alpes-Côte d'Azur,05,Hautes-Alpes,02E,Déblais et gravats,"9017,17"
2015,93,Provence-Alpes-Côte d'Azur,05,Hautes-Alpes,02Z,Autres déchets,"574,14"
2015,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02A,Déchets dangereux,"1110,62"
2015,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02B,Matériaux recyclables,"28437,84"
2015,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02C,Déchets verts,"72479,86"
2015,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02D,Encombrants,"78059,77"
2015,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02G,Mobilier,"1958,00"
2015,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02F,DEEE,"3303,83"
2015,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02E,Déblais et gravats,"74530,09"
2015,93,Provence-Alpes-Côte d'Azur,06,Alpes-Maritimes,02Z,Autres déchets,"219,00"
2015,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02A,Déchets dangereux,"1695,21"
2015,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02B,Matériaux recyclables,"61149,25"
2015,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02C,Déchets verts,"101951,28"
2015,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02D,Encombrants,"79678,21"
2015,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02G,Mobilier,"4381,25"
2015,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02F,DEEE,"5965,41"
2015,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02E,Déblais et gravats,"160398,01"
2015,93,Provence-Alpes-Côte d'Azur,13,Bouches-du-Rhône,02Z,Autres déchets,"10,23"
2015,93,Provence-Alpes-Côte d'Azur,83,Var,02A,Déchets dangereux,"1062,61"
2015,93,Provence-Alpes-Côte d'Azur,83,Var,02B,Matériaux recyclables,"29830,43"
2015,93,Provence-Alpes-Côte d'Azur,83,Var,02C,Déchets verts,"100215,94"
2015,93,Provence-Alpes-Côte d'Azur,83,Var,02D,Encombrants,"70169,67"
2015,93,Provence-Alpes-Côte d'Azur,83,Var,02G,Mobilier,"2795,62"
2015,93,Provence-Alpes-Côte d'Azur,83,Var,02F,DEEE,"4045,43"
2015,93,Provence-Alpes-Côte d'Azur,83,Var,02E,Déblais et gravats,"65750,27"
2015,93,Provence-Alpes-Côte d'Azur,83,Var,02Z,Autres déchets,"35,66"
2015,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02A,Déchets dangereux,"605,20"
2015,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02B,Matériaux recyclables,"21640,57"
2015,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02C,Déchets verts,"35918,38"
2015,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02D,Encombrants,"32003,66"
2015,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02G,Mobilier,"2549,75"
2015,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02F,DEEE,"3099,68"
2015,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02E,Déblais et gravats,"41821,83"
2015,93,Provence-Alpes-Côte d'Azur,84,Vaucluse,02Z,Autres déchets,"0,31"
2017,84,Auvergne-Rhône-Alpes,01,Ain,02A,Déchets dangereux,"1792,46"
2017,84,Auvergne-Rhône-Alpes,01,Ain,02B,Matériaux recyclables,"35035,54"
2017,84,Auvergne-Rhône-Alpes,01,Ain,02C,Déchets verts,"44931,32"
2017,84,Auvergne-Rhône-Alpes,01,Ain,02D,Encombrants,"32878,66"
2017,84,Auvergne-Rhône-Alpes,01,Ain,02G,Mobilier,"4463,78"
2017,84,Auvergne-Rhône-Alpes,01,Ain,02F,DEEE,"5684,53"
2017,84,Auvergne-Rhône-Alpes,01,Ain,02E,Déblais et gravats,"38816,67"
2017,84,Auvergne-Rhône-Alpes,01,Ain,02Z,Autres déchets,"48,51"
2017,84,Auvergne-Rhône-Alpes,03,Allier,02A,Déchets dangereux,"771,97"
2017,84,Auvergne-Rhône-Alpes,03,Allier,02B,Matériaux recyclables,"15464,83"
2017,84,Auvergne-Rhône-Alpes,03,Allier,02C,Déchets verts,"27699,28"
2017,84,Auvergne-Rhône-Alpes,03,Allier,02D,Encombrants,"15562,32"
2017,84,Auvergne-Rhône-Alpes,03,Allier,02G,Mobilier,"3408,59"
2017,84,Auvergne-Rhône-Alpes,03,Allier,02F,DEEE,"3162,96"
2017,84,Auvergne-Rhône-Alpes,03,Allier,02E,Déblais et gravats,"16978,98"
2017,84,Auvergne-Rhône-Alpes,03,Allier,02Z,Autres déchets,"11,01"
2017,84,Auvergne-Rhône-Alpes,07,Ardèche,02A,Déchets dangereux,"728,26"
2017,84,Auvergne-Rhône-Alpes,07,Ardèche,02B,Matériaux recyclables,"18065,98"
2017,84,Auvergne-Rhône-Alpes,07,Ardèche,02C,Déchets verts,"20822,16"
2017,84,Auvergne-Rhône-Alpes,07,Ardèche,02D,Encombrants,"20079,81"
2017,84,Auvergne-Rhône-Alpes,07,Ardèche,02G,Mobilier,"2688,93"
2017,84,Auvergne-Rhône-Alpes,07,Ardèche,02F,DEEE,"2682,90"
2017,84,Auvergne-Rhône-Alpes,07,Ardèche,02E,Déblais et gravats,"22058,60"
2017,84,Auvergne-Rhône-Alpes,07,Ardèche,02Z,Autres déchets,"102,15"
2017,84,Auvergne-Rhône-Alpes,15,Cantal,02A,Déchets dangereux,"280,12"
2017,84,Auvergne-Rhône-Alpes,15,Cantal,02B,Matériaux recyclables,"7725,23"
2017,84,Auvergne-Rhône-Alpes,15,Cantal,02C,Déchets verts,"8871,34"
2017,84,Auvergne-Rhône-Alpes,15,Cantal,02D,Encombrants,"6762,62"
2017,84,Auvergne-Rhône-Alpes,15,Cantal,02G,Mobilier,"404,32"
2017,84,Auvergne-Rhône-Alpes,15,Cantal,02F,DEEE,"975,29"
2017,84,Auvergne-Rhône-Alpes,15,Cantal,02E,Déblais et gravats,"7485,95"
2017,84,Auvergne-Rhône-Alpes,15,Cantal,02Z,Autres déchets,"9,69"
2017,84,Auvergne-Rhône-Alpes,26,Drôme,02A,Déchets dangereux,"1192,67"
2017,84,Auvergne-Rhône-Alpes,26,Drôme,02B,Matériaux recyclables,"26586,26"
2017,84,Auvergne-Rhône-Alpes,26,Drôme,02C,Déchets verts,"32745,16"
2017,84,Auvergne-Rhône-Alpes,26,Drôme,02D,Encombrants,"33689,61"
2017,84,Auvergne-Rhône-Alpes,26,Drôme,02G,Mobilier,"3173,22"
2017,84,Auvergne-Rhône-Alpes,26,Drôme,02F,DEEE,"3445,25"
2017,84,Auvergne-Rhône-Alpes,26,Drôme,02E,Déblais et gravats,"40152,41"
2017,84,Auvergne-Rhône-Alpes,26,Drôme,02Z,Autres déchets,"24,90"
2017,84,Auvergne-Rhône-Alpes,38,Isère,02A,Déchets dangereux,"3116,41"
2017,84,Auvergne-Rhône-Alpes,38,Isère,02B,Matériaux recyclables,"67297,17"
2017,84,Auvergne-Rhône-Alpes,38,Isère,02C,Déchets verts,"92502,41"
2017,84,Auvergne-Rhône-Alpes,38,Isère,02D,Encombrants,"79656,01"
2017,84,Auvergne-Rhône-Alpes,38,Isère,02G,Mobilier,"10229,28"
2017,84,Auvergne-Rhône-Alpes,38,Isère,02F,DEEE,"10475,66"
2017,84,Auvergne-Rhône-Alpes,38,Isère,02E,Déblais et gravats,"94083,17"
2017,84,Auvergne-Rhône-Alpes,38,Isère,02Z,Autres déchets,"8944,73"
2017,84,Auvergne-Rhône-Alpes,42,Loire,02A,Déchets dangereux,"1619,89"
2017,84,Auvergne-Rhône-Alpes,42,Loire,02B,Matériaux recyclables,"34020,45"
2017,84,Auvergne-Rhône-Alpes,42,Loire,02C,Déchets verts,"47821,94"
2017,84,Auvergne-Rhône-Alpes,42,Loire,02D,Encombrants,"36695,05"
2017,84,Auvergne-Rhône-Alpes,42,Loire,02G,Mobilier,"7092,84"
2017,84,Auvergne-Rhône-Alpes,42,Loire,02F,DEEE,"5348,41"
2017,84,Auvergne-Rhône-Alpes,42,Loire,02E,Déblais et gravats,"36220,44"
2017,84,Auvergne-Rhône-Alpes,42,Loire,02Z,Autres déchets,"21,33"
2017,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02A,Déchets dangereux,"575,08"
2017,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02B,Matériaux recyclables,"12563,05"
2017,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02C,Déchets verts,"11911,41"
2017,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02D,Encombrants,"9218,11"
2017,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02G,Mobilier,"1910,49"
2017,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02F,DEEE,"2057,07"
2017,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02E,Déblais et gravats,"12827,28"
2017,84,Auvergne-Rhône-Alpes,43,Haute-Loire,02Z,Autres déchets,"9,63"
2017,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02A,Déchets dangereux,"1636,02"
2017,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02B,Matériaux recyclables,"26405,27"
2017,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02C,Déchets verts,"32214,21"
2017,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02D,Encombrants,"31138,35"
2017,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02G,Mobilier,"2519,82"
2017,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02F,DEEE,"4199,10"
2017,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02E,Déblais et gravats,"35730,37"
2017,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,02Z,Autres déchets,"22,18"
2017,84,Auvergne-Rhône-Alpes,69,Rhône,02A,Déchets dangereux,"2708,70"
2017,84,Auvergne-Rhône-Alpes,69,Rhône,02B,Matériaux recyclables,"51298,32"
2017,84,Auvergne-Rhône-Alpes,69,Rhône,02C,Déchets verts,"58412,56"
2017,84,Auvergne-Rhône-Alpes,69,Rhône,02D,Encombrants,"37430,82"
2017,84,Auvergne-Rhône-Alpes,69,Rhône,02G,Mobilier,"18350,52"
2017,84,Auvergne-Rhône-Alpes,69,Rhône,02F,DEEE,"9308,96"
2017,84,Auvergne-Rhône-Alpes,69,Rhône,02E,Déblais et gravats,"56933,75"
2017,84,Auvergne-Rhône-Alpes,69,Rhône,02Z,Autres déchets,"15,34"
2017,84,Auvergne-Rhône-Alpes,73,Savoie,02A,Déchets dangereux,"1246,69"
2017,84,Auvergne-Rhône-Alpes,73,Savoie,02B,Matériaux recyclables,"28457,80"
2017,84,Auvergne-Rhône-Alpes,73,Savoie,02C,Déchets verts,"28834,90"
2017,84,Auvergne-Rhône-Alpes,73,Savoie,02D,Encombrants,"21763,88"
2017,84,Auvergne-Rhône-Alpes,73,Savoie,02G,Mobilier,"5830,28"
2017,84,Auvergne-Rhône-Alpes,73,Savoie,02F,DEEE,"4491,03"
2017,84,Auvergne-Rhône-Alpes,73,Savoie,02E,Déblais et gravats,"31493,36"
2017,84,Auvergne-Rhône-Alpes,73,Savoie,02Z,Autres déchets,"35,47"
2017,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02A,Déchets dangereux,"1600,08"
2017,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02B,Matériaux recyclables,"57107,44"
2017,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,02C,Déchets verts,"58468,27"
